,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
approach significantly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,6,13,14,34,55,84,107,162,198,171,241,308,650,857,2918
genetic algorithm,0,0,0,0,0,0,0,0,3,0,0,0,0,4,17,8,11,27,32,35,77,37,104,93,126,71,79,103,130,212,293,269,256,252,317,360,2916
using different,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,5,11,24,26,53,34,60,59,71,98,166,224,316,336,343,379,402,298,2916
applications paper,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,6,5,8,10,18,30,34,41,52,50,66,84,127,174,201,273,272,295,341,436,378,2915
used train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,12,19,49,93,150,233,304,348,382,423,435,448,2915
necessary sufficient,0,0,0,0,0,0,0,0,0,6,4,0,5,4,7,14,18,33,23,55,56,99,109,110,112,148,126,132,139,188,234,223,226,275,281,287,2914
key challenges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,10,17,16,30,36,75,90,130,175,184,215,590,1329,2913
often rely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,21,20,34,67,92,84,115,222,672,1569,2912
previous stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,15,22,53,69,122,193,290,325,412,467,517,414,2910
make use,0,0,0,0,0,3,0,3,0,0,4,0,3,4,5,6,0,11,12,19,29,36,52,63,72,94,132,164,203,271,327,351,348,311,231,156,2910
information extraction,0,0,0,0,10,0,0,15,0,0,5,0,0,8,5,8,6,4,5,6,10,10,21,21,34,35,77,76,128,143,205,271,302,479,542,484,2910
present two,0,0,0,0,0,0,0,0,0,0,9,4,6,0,8,10,7,17,22,25,44,54,52,80,87,91,99,157,166,224,274,306,257,309,306,294,2908
models including,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,17,15,14,18,28,34,44,82,97,152,166,212,395,693,926,2907
gaussian noise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,16,27,32,28,54,54,96,82,101,99,120,134,116,189,205,220,215,310,365,415,2900
decision processes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,14,22,41,87,85,79,70,74,102,138,204,247,266,297,356,399,394,2899
different tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14,9,20,44,85,125,216,259,283,373,449,585,429,2899
experiments using,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,11,21,16,25,31,47,58,80,148,170,252,305,311,416,500,494,2896
significantly better,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,4,3,0,5,9,21,34,36,44,59,71,109,152,219,245,319,317,319,350,302,266,2894
approach enables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,13,15,23,42,48,69,94,118,148,175,365,655,1107,2887
main contribution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,10,27,43,60,55,73,86,103,119,145,196,277,298,284,271,246,305,271,2887
system based,0,0,0,0,3,0,3,0,0,0,0,7,0,14,10,9,10,11,22,16,33,37,53,69,73,68,97,136,175,207,267,286,314,291,358,316,2885
significantly reduce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,14,19,17,22,38,43,61,89,128,198,241,250,299,421,488,538,2883
accuracy efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,17,13,13,38,45,84,151,191,226,252,370,576,889,2883
new framework,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,8,9,21,26,31,41,41,67,75,108,161,209,251,284,301,385,419,431,2881
multimodal data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,22,43,78,102,119,157,261,402,727,952,2878
due limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,13,11,10,15,32,40,76,119,162,191,257,396,634,903,2875
approach leverages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,15,27,24,49,66,96,126,111,351,806,1186,2875
open question,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,5,11,3,11,32,39,40,60,59,88,83,85,120,138,182,217,236,278,310,421,445,2874
linear time,0,0,0,0,0,0,0,0,0,5,0,10,6,10,11,12,15,25,48,42,38,82,103,121,130,154,138,166,181,239,232,218,198,231,207,252,2874
upper lower,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,13,16,31,36,62,52,77,97,102,114,115,157,150,148,183,207,198,224,238,289,349,2869
achieves competitive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,8,13,31,52,81,117,200,258,331,350,489,917,2861
evaluate method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,24,41,49,99,165,198,284,270,311,418,439,542,2861
different domains,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,5,8,13,23,17,30,30,44,85,124,246,317,296,364,406,507,337,2861
variational inference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,29,38,55,87,126,233,328,302,263,327,345,352,334,2859
models also,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,5,11,9,21,16,22,37,56,81,112,150,237,276,331,426,566,492,2857
augmented reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,16,19,35,39,101,168,175,237,294,298,376,509,565,2857
series forecasting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,5,6,3,6,39,67,123,193,218,365,777,1041,2855
significant attention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,8,15,9,20,51,44,79,88,147,150,162,466,830,774,2855
various types,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,5,11,7,10,10,24,36,43,31,56,70,102,170,167,246,284,253,418,548,351,2855
work investigate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,18,16,29,33,54,74,97,176,215,277,330,427,449,630,2854
performance existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,5,15,26,19,26,42,69,93,135,223,236,334,426,561,630,2852
execution time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,7,14,15,27,40,63,75,84,98,132,204,197,268,276,280,281,366,399,2850
complex networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,24,22,23,27,69,155,157,201,219,210,179,202,208,194,161,157,142,140,169,173,2849
shed light,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,4,11,15,29,36,57,60,83,90,144,179,265,287,309,506,456,307,2849
enhance performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,11,17,23,32,31,43,47,100,110,137,178,447,849,804,2849
generation rag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,940,1856,2848
optimization methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,25,28,38,42,57,70,98,125,196,264,241,286,322,454,583,2848
poses significant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,4,5,5,10,16,21,35,54,55,62,411,1056,1097,2845
also provides,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,6,5,7,14,9,26,41,36,49,49,70,83,91,134,185,230,281,267,311,456,482,2841
prediction model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,17,25,52,99,123,224,291,334,353,394,474,420,2837
view synthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,42,41,121,205,264,557,809,771,2837
performance however,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,12,14,15,17,30,58,84,123,193,285,331,422,585,653,2837
new data,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,6,5,7,13,10,14,23,40,43,49,69,94,129,181,301,284,301,384,462,411,2836
access control,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,11,12,27,33,80,64,88,116,91,121,147,118,187,220,202,238,199,235,227,407,2835
algorithm achieves,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,23,11,10,33,31,44,59,74,78,94,118,156,199,247,266,270,287,354,463,2831
widely adopted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,8,10,13,14,20,41,50,83,109,191,259,287,338,524,864,2829
provide comprehensive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,5,11,15,25,24,27,56,87,120,195,223,264,434,688,639,2828
unsupervised domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,62,116,214,350,532,460,443,376,242,2826
prediction models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,18,44,77,119,172,255,330,364,431,535,458,2824
key challenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,12,16,20,22,44,63,113,151,203,220,252,289,471,929,2824
graph representation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,10,13,15,11,22,19,17,39,77,159,295,343,475,437,475,404,2820
manipulation tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,34,47,63,121,191,235,294,396,575,845,2819
therefore propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,11,16,23,46,45,58,108,160,235,312,368,441,516,462,2818
experiment results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,5,17,14,32,40,55,96,165,217,296,342,377,432,447,266,2817
value function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,60,54,44,35,52,86,128,265,294,330,325,318,370,404,2815
methods typically,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,20,34,40,80,107,127,185,328,609,1264,2815
systems using,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,12,16,19,32,37,36,63,62,77,90,105,150,198,251,243,290,309,365,443,2809
unlike existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,15,15,36,29,40,75,107,138,177,220,250,345,541,802,2803
work provides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,15,15,16,19,30,46,62,85,103,146,164,210,319,438,1124,2803
recently introduced,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,4,3,4,14,31,42,58,81,76,86,124,127,167,211,244,282,292,280,345,317,2803
method uses,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,8,18,13,24,24,33,37,51,85,109,150,227,288,303,296,375,351,398,2801
emerged promising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,7,6,12,12,19,45,38,76,102,122,382,677,1287,2798
mimo systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,23,31,30,33,24,49,91,158,189,224,219,178,198,212,269,246,203,206,197,2797
generation tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,15,49,85,121,166,245,464,770,862,2795
adversarial robustness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,54,181,341,403,402,432,484,483,2795
research area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,26,18,33,47,42,52,58,67,138,168,262,283,292,414,486,389,2794
model accuracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,16,13,38,68,127,217,272,323,423,595,686,2790
design space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,5,10,10,30,30,28,43,46,122,149,239,239,311,365,499,640,2784
ordinary differential,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,4,5,12,20,30,28,21,30,22,52,55,80,154,283,292,339,396,437,512,2784
control system,0,0,0,0,0,0,0,0,0,0,0,44,0,12,0,0,4,15,15,15,22,27,35,50,53,67,85,114,145,230,278,278,302,291,359,340,2781
increasing number,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,8,15,22,25,40,47,62,73,95,124,145,189,275,272,271,306,414,381,2779
approach allows,0,0,0,0,0,0,0,0,0,0,3,3,3,5,4,0,3,4,15,14,18,20,33,48,46,58,73,105,124,198,239,250,253,349,486,424,2778
prediction tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,14,13,40,52,90,169,227,274,348,438,542,549,2778
models performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,14,20,49,77,135,224,281,515,798,650,2776
introduce two,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,11,9,10,25,27,37,35,50,63,98,153,190,244,246,338,522,704,2775
best known,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,12,17,23,38,43,84,90,118,105,148,133,145,192,177,212,254,214,186,189,186,188,2773
problem solved,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,11,13,26,47,47,66,76,98,101,134,166,159,241,273,246,275,282,243,248,2770
different datasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,22,24,50,85,141,235,296,362,354,421,460,302,2768
decision tree,0,0,0,0,9,0,0,0,3,0,3,7,4,0,0,14,7,8,5,0,42,20,36,61,43,86,62,92,158,234,294,285,321,300,330,342,2766
data distributions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,10,22,39,68,105,169,232,298,420,606,771,2761
mean square,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,13,21,26,35,54,82,91,138,104,134,153,173,223,233,215,294,371,378,2758
metric learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54,55,47,84,81,103,227,341,444,339,368,223,203,178,2757
datasets including,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,15,21,34,64,99,173,208,221,285,417,621,591,2757
data quality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,22,9,22,35,47,78,107,143,221,172,347,629,903,2755
diverse set,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,8,15,36,41,58,104,128,197,272,336,410,519,612,2753
domain generalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,59,150,384,412,558,576,578,2745
one important,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,9,4,12,18,52,50,53,89,109,93,122,133,178,233,295,325,305,278,230,145,2745
unlike previous,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,14,8,17,15,29,22,47,48,71,91,123,218,227,228,243,321,512,504,2745
gaussian processes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24,24,41,51,63,102,200,250,348,344,285,304,334,350,2744
furthermore propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,15,20,20,18,33,57,92,135,200,217,309,433,542,631,2736
models achieve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,13,23,41,80,125,194,208,282,385,510,865,2736
test time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,17,31,46,109,174,214,263,306,318,338,369,534,2733
framework leverages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,27,43,64,83,119,243,653,1474,2733
experiments synthetic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,29,28,33,49,76,88,151,183,229,233,277,354,362,611,2730
bayesian inference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,11,48,66,41,59,66,90,156,237,246,294,282,334,353,426,2728
synthetic datasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,20,8,8,17,35,50,96,143,176,229,275,387,563,708,2726
models used,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,5,3,7,4,11,15,14,21,28,35,40,54,82,116,202,315,303,338,401,372,345,2724
efficient algorithms,0,0,0,0,0,0,5,0,3,0,0,4,4,11,4,9,13,16,22,26,55,64,97,96,108,101,132,142,172,206,233,194,223,248,263,272,2723
also used,0,0,0,0,0,0,0,0,4,0,0,5,5,5,5,8,7,11,18,15,42,44,52,79,61,91,109,140,174,202,307,284,304,270,260,218,2720
cellular networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,43,84,151,235,279,330,268,241,165,179,168,113,159,122,134,2720
limited number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,8,14,19,17,30,30,29,49,80,93,125,181,244,270,288,390,438,393,2716
power systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,21,39,59,61,93,107,206,281,314,285,359,355,503,2715
one main,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,4,9,13,17,34,53,51,81,65,109,101,116,175,221,302,299,293,301,273,182,2712
two distinct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,15,13,17,20,29,39,32,56,45,75,104,106,142,164,145,377,615,702,2711
graph learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,17,17,17,96,177,266,362,447,653,648,2710
methods terms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,3,18,15,25,36,46,78,99,164,219,241,325,444,492,484,2709
methods used,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,3,5,13,18,10,21,40,29,59,61,65,84,91,141,225,270,286,302,341,351,277,2706
image captioning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,88,98,203,249,279,298,297,378,420,364,2706
data show,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,14,15,24,32,37,46,80,88,133,199,243,327,315,294,293,300,253,2705
visual information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,5,8,13,19,49,63,93,148,197,217,223,381,584,690,2704
evaluation shows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,13,20,30,37,79,84,151,214,232,259,310,319,421,506,2703
first stage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,12,16,21,27,30,56,89,109,146,206,269,280,329,463,633,2703
achieves better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,6,22,17,24,35,63,96,145,166,250,326,421,391,332,391,2702
principal component,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,17,33,44,43,47,83,98,93,155,175,238,271,268,202,238,283,393,2702
trained models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,17,41,93,156,276,372,385,409,480,462,2700
scene understanding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,24,41,58,91,136,166,198,213,319,532,898,2698
activity recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,14,21,55,62,113,177,188,264,258,318,337,460,418,2697
data generated,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,3,7,5,18,25,30,44,58,77,134,177,269,254,297,392,449,446,2697
superiority proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,14,19,22,28,47,97,119,173,250,335,334,459,442,340,2696
fall short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,6,16,29,28,59,90,108,143,389,860,948,2695
method used,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,10,11,20,26,34,54,48,72,72,107,121,175,234,314,334,288,281,261,206,2686
human motion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,11,22,39,59,68,112,185,194,316,422,574,671,2684
significant progress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,5,6,17,24,47,65,93,183,212,231,415,632,737,2683
system using,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,22,37,39,57,60,86,71,92,110,163,200,278,299,249,265,294,330,2681
raw data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,13,16,18,32,28,46,74,103,163,252,273,284,377,429,560,2679
nonlinear systems,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,21,26,42,46,61,54,60,89,184,264,309,307,335,389,481,2679
hate speech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,102,88,212,359,367,443,571,494,2679
evaluated using,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,12,18,21,29,47,40,55,94,114,160,237,232,219,328,440,614,2678
base stations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,22,40,44,64,117,163,181,266,238,213,186,207,194,168,188,196,171,2677
latent variables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,62,39,41,52,77,109,200,272,358,255,277,308,321,284,2676
particular show,0,0,0,0,0,4,0,0,0,0,4,0,8,6,7,6,3,16,27,37,49,79,69,92,115,111,122,123,161,195,249,259,260,259,216,194,2671
terms accuracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,12,20,30,33,58,70,154,189,255,266,318,416,429,403,2666
distribution shifts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,65,137,352,527,698,867,2663
person reidentification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,47,80,180,297,338,360,360,255,220,278,215,2661
learning applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,11,13,22,33,55,79,136,209,293,321,309,380,411,375,2659
speech enhancement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,18,32,73,154,207,304,346,410,377,336,382,2656
paper describe,0,0,0,0,4,7,4,7,5,0,6,10,5,18,8,14,10,26,21,26,48,43,81,109,89,97,135,184,190,223,282,238,230,217,181,137,2655
framework enables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,5,15,19,30,35,56,75,138,138,176,259,453,1238,2654
qualitative quantitative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,13,16,19,29,35,75,125,178,228,294,289,392,505,438,2654
improving performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,11,10,19,23,40,45,55,107,146,221,243,254,405,508,540,2649
spectral efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,27,38,33,35,41,55,76,117,146,178,248,186,193,202,214,171,207,206,262,2649
quantitative qualitative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,18,10,19,38,66,115,170,237,285,294,412,504,456,2645
best performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,10,17,10,22,33,40,54,113,128,185,254,287,325,338,373,441,2644
image features,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,16,21,38,72,97,117,167,199,255,276,421,471,473,2641
