N-Gram,2020,2021,2022,2023,2024,2025,Total
effect causes,2,0,0,0,0,0,2
effect change,0,2,0,0,0,0,2
effect decline,2,0,0,0,0,0,2
effect estimates,2,0,0,0,0,0,2
effect estimation,2,0,0,0,0,0,2
effect job,0,0,0,2,0,0,2
effect measurement,2,0,0,0,0,0,2
effect measurement error,2,0,0,0,0,0,2
effect statistically,0,0,0,0,0,2,2
effect treatment,0,2,0,0,0,0,2
effect using,0,0,0,0,0,2,2
effect using popular,0,0,0,0,0,2,2
effect using popular mathematical,0,0,0,0,0,2,2
effect using popular mathematical puzzles,0,0,0,0,0,2,2
effective information,0,0,0,0,2,0,2
convex hull pricing,0,0,2,0,0,0,2
convex hull prices,2,0,0,0,0,0,2
convex function intervals,0,0,0,0,0,2,2
atlantic citys,2,0,0,0,0,0,2
assignments autonomous choice,0,2,0,0,0,0,2
associational causal,0,2,0,0,0,0,2
asymmetric rationality,0,0,0,0,0,2,2
asymptotic distribution,0,0,0,0,0,2,2
asymptotic linear,0,0,2,0,0,0,2
asymptotic properties,0,0,0,0,2,0,2
asymptotically equivalent,0,0,2,0,0,0,2
ate estimation,0,0,0,0,0,2,2
ate estimator,0,2,0,0,0,0,2
ate estimators,0,0,0,0,2,0,2
atfm regulations,0,2,0,0,0,0,2
atlantic city,2,0,0,0,0,0,2
atlantic city gambling,2,0,0,0,0,0,2
atlantic city gambling industry,2,0,0,0,0,0,2
atlantic citys gambling,2,0,0,0,0,0,2
automotive market,0,0,0,2,0,0,2
auction minimaxloss,0,2,0,0,0,0,2
auction minimaxloss bid,0,2,0,0,0,0,2
auction minimaxloss bid unique,0,2,0,0,0,0,2
auction throttling,0,2,0,0,0,0,2
audio recordings,0,0,0,0,2,0,2
autocrats countries,0,2,0,0,0,0,2
autocrats countries lowquality,0,2,0,0,0,0,2
autocrats countries lowquality institutions,0,2,0,0,0,0,2
autocrats countries lowquality institutions tend,0,2,0,0,0,0,2
automated design,0,0,0,2,0,0,2
automated design appraisal,0,0,0,2,0,0,2
automated validation,0,0,0,0,2,0,2
automation experiments,0,0,0,0,0,2,2
automation technologies,0,0,0,0,0,2,2
assignments autonomous,0,2,0,0,0,0,2
assignment rules,0,0,2,0,0,0,2
asset manager,0,0,0,2,0,0,2
assessment models,0,0,2,0,0,0,2
approach used,0,0,0,2,0,0,2
approach using,0,0,2,0,0,0,2
approaches infinity,0,0,0,2,0,0,2
approaches spatial,0,0,0,0,0,2,2
approaches typically,0,0,0,0,0,2,2
approximation bounds,0,0,0,0,2,0,2
april february,0,2,0,0,0,0,2
arbitrary precision,0,0,0,0,2,0,2
arbitrary precision milp,0,0,0,0,2,0,2
architectural design,0,0,0,2,0,0,2
areas lower,0,0,0,2,0,0,2
areas lower prevalence,0,0,0,2,0,0,2
areas lower prevalence open,0,0,0,2,0,0,2
areas lower prevalence open defecation,0,0,0,2,0,0,2
arm decisionmaker,0,0,0,2,0,0,2
arm identification,0,0,0,2,0,0,2
arsontype actions,0,2,0,0,0,0,2
arsontype risks,0,2,0,0,0,0,2
artificial intelligence agents,0,0,2,0,0,0,2
artificial intelligence innovation,0,0,0,0,2,0,2
artificial intelligence online shopping,0,0,2,0,0,0,2
artists music,0,0,0,0,0,2,2
artists music streaming,0,0,0,0,0,2,2
artists music streaming platforms,0,0,0,0,0,2,2
ascribe subjective,0,0,0,2,0,0,2
ascribe subjective probability,0,0,0,2,0,0,2
aspects viral,0,0,2,0,0,0,2
aspects viral spread,0,0,2,0,0,0,2
assessing sensitivity,2,0,0,0,0,0,2
automotive industry,0,0,0,2,0,0,2
automotive sector,0,0,0,2,0,0,2
beyond average,0,0,0,0,2,0,2
began converge,0,0,0,0,2,0,2
battery electric vehicles,2,0,0,0,0,0,2
bayes estimation,0,0,2,0,0,0,2
bayes minimax,0,2,0,0,0,0,2
bayes risk,0,2,0,0,0,0,2
bayesian benchmark,0,0,0,0,0,2,2
bayesian incentive,0,0,2,0,0,0,2
bayesian incentive compatible,0,0,2,0,0,0,2
bayesian model,0,2,0,0,0,0,2
bayesian penalized,0,0,0,0,2,0,2
bayesian penalized empirical,0,0,0,0,2,0,2
bayesian penalized empirical likelihood,0,0,0,0,2,0,2
bayesian stability,0,0,0,0,0,2,2
beating spread,0,0,0,0,2,0,2
becoming datadriven,0,0,0,0,2,0,2
behavior tone,0,0,0,0,2,0,2
autonomous vehicles,0,2,0,0,0,0,2
behavioral economics,0,0,0,2,0,0,2
behavioral model,0,0,0,2,0,0,2
belief time,2,0,0,0,0,0,2
belief time lag,2,0,0,0,0,0,2
beliefs time,2,0,0,0,0,0,2
beliefs time lags,2,0,0,0,0,0,2
beliefs types,0,0,0,0,0,2,2
benefits roads,0,2,0,0,0,0,2
benthic resource,2,0,0,0,0,0,2
best arm identification,0,0,0,2,0,0,2
bestarm identification,0,0,0,0,2,0,2
better informed,0,0,2,0,0,0,2
better informed voters,0,0,2,0,0,0,2
bev fleet,2,0,0,0,0,0,2
battery electric,2,0,0,0,0,0,2
batch posting,0,0,2,0,0,0,2
basic health infrastructure,0,0,0,0,2,0,2
basic health,0,0,0,0,2,0,2
autonomous vehicles forhire,0,2,0,0,0,0,2
autonomous vehicles forhire human,0,2,0,0,0,0,2
autonomous vehicles forhire human drivers,0,2,0,0,0,0,2
autoregressions vars,0,0,0,0,0,2,2
autoregressive model,0,0,2,0,0,0,2
autoregressive neural,0,0,0,2,0,0,2
autoregressive neural networks,0,0,0,2,0,0,2
auxiliary variables,2,0,0,0,0,0,2
available testing,0,0,0,0,0,2,2
average derivative,0,0,2,0,0,0,2
average effect treatment,0,2,0,0,0,0,2
average treatment effect ate,0,2,0,0,0,0,2
average treatment effect cate,0,0,0,0,0,2,2
average treatment effects average,0,0,0,0,0,2,2
average treatment effects average causal,0,0,0,0,0,2,2
average treatment effects treated,0,0,0,0,0,2,2
averaged partial,0,0,2,0,0,0,2
bandit experiments,0,2,0,0,0,0,2
bank digital,0,0,0,0,0,2,2
bank digital currency,0,0,0,0,0,2,2
banking system,0,0,0,0,0,2,2
banks households,0,0,0,0,0,2,2
based findings,0,0,2,0,0,0,2
based forecast,0,0,0,2,0,0,2
based kernel,2,0,0,0,0,0,2
based local,0,0,2,0,0,0,2
based results,0,0,0,2,0,0,2
based twitter,2,0,0,0,0,0,2
based twitter data,2,0,0,0,0,0,2
approach study,0,0,0,0,0,2,2
approach paper,0,0,0,0,2,0,2
approach modeling,0,0,0,2,0,0,2
affirmative actions,0,2,0,0,0,0,2
address issue,0,0,0,2,0,0,2
address problem,0,0,0,2,0,0,2
administrative data,0,0,0,0,0,2,2
adoption electric,2,0,0,0,0,0,2
adoption intention,0,2,0,0,0,0,2
adoption spreads,0,0,0,0,0,2,2
adoption use,0,0,0,2,0,0,2
adults travelling,0,0,2,0,0,0,2
adults travelling children,0,0,2,0,0,0,2
advertising campaigns,0,2,0,0,0,0,2
advertising platforms,0,0,0,0,0,2,2
affect business,2,0,0,0,0,0,2
affect business value,2,0,0,0,0,0,2
affirmative action policies,2,0,0,0,0,0,2
agencydriven labor,0,0,0,0,2,0,2
approach derive,0,0,0,0,0,2,2
agencydriven labor theory,0,0,0,0,2,0,2
agent behaviour,0,0,0,2,0,0,2
agent types,0,0,0,0,0,2,2
agentbased model,0,0,0,0,0,2,2
agentbased models,0,0,0,0,2,0,2
agentic economic,0,0,0,0,0,2,2
agentic economic modeling,0,0,0,0,0,2,2
agents act,0,0,0,0,2,0,2
agents may,0,0,0,2,0,0,2
agents preferences,0,0,2,0,0,0,2
agents trust decisions,0,0,2,0,0,0,2
agents utilities,0,0,0,0,2,0,2
agility analytical,0,0,0,0,2,0,2
air pollution,0,0,2,0,0,0,2
address gap,0,0,0,2,0,0,2
additive welfarist rules,0,0,0,0,2,0,2
additive welfarist rule,0,0,0,0,2,0,2
adaptive experiment,0,0,0,2,0,0,2
abatement decision,0,0,0,2,0,0,2
ability prosocial,0,0,0,0,0,2,2
ability prosocial behavior,0,0,0,0,0,2,2
absolute poverty,0,0,0,0,2,0,2
absolute relative,0,0,0,0,2,0,2
absolute relative poverty,0,0,0,0,2,0,2
abstention policy,0,0,0,0,0,2,2
academic research,0,0,0,2,0,0,2
acceptance use,0,0,2,0,0,0,2
acceptance use artificial,0,0,2,0,0,0,2
acceptance use artificial intelligence,0,0,2,0,0,0,2
acceptance use artificial intelligence online,0,0,2,0,0,0,2
access different,0,0,0,2,0,0,2
access networks,0,0,0,0,2,0,2
accession brics bloc,0,0,0,0,2,0,2
accounting numbers,2,0,0,0,0,0,2
accurate predictions,2,0,0,0,0,0,2
across components,0,0,2,0,0,0,2
across principal,0,0,2,0,0,0,2
across states,0,2,0,0,0,0,2
across three,0,0,0,0,2,0,2
action policies,2,0,0,0,0,0,2
actionable caselevel,0,0,0,0,0,2,2
active nightlife,0,0,0,0,2,0,2
activities companies,0,0,0,2,0,0,2
actors regional,0,2,0,0,0,0,2
actors regional innovation,0,2,0,0,0,0,2
actual observations,0,2,0,0,0,0,2
actual treatment,2,0,0,0,0,0,2
air traffic flow,0,2,0,0,0,0,2
air traffic flow management,0,2,0,0,0,0,2
alcohol studies,0,2,0,0,0,0,2
analysis causal,0,2,0,0,0,0,2
analysis identifies,0,0,0,0,0,2,2
analysis large,0,2,0,0,0,0,2
analysis paper,0,0,2,0,0,0,2
analysis relationship,0,0,0,0,2,0,2
analysis scoping,0,0,0,0,2,0,2
analysis scoping study,0,0,0,0,2,0,2
analysis study,0,2,0,0,0,0,2
analysis using,0,0,0,0,2,0,2
analysis yields,0,0,0,0,0,2,2
analyze impact,2,0,0,0,0,0,2
analyzed using,0,0,0,0,0,2,2
andor dependent,2,0,0,0,0,0,2
andor dependent variable,2,0,0,0,0,0,2
announcement mergers,2,0,0,0,0,0,2
ante unaware,0,0,0,0,0,2,2
antitrust enforcement venture,0,0,0,2,0,0,2
antitrust enforcement venture capital,0,0,0,2,0,0,2
antitrust enforcement venture capital investments,0,0,0,2,0,0,2
anxiety depression,0,2,0,0,0,0,2
appeal hearings,0,0,0,0,2,0,2
appetites key,0,0,0,2,0,0,2
applicant affect,0,0,2,0,0,0,2
applicants set,0,0,2,0,0,0,2
applicants set options,0,0,2,0,0,0,2
application perturbed,0,0,0,0,0,2,2
apply methods,2,0,0,0,0,0,2
apply proposed,0,0,2,0,0,0,2
approach based,2,0,0,0,0,0,2
approach combines,0,0,2,0,0,0,2
analysis chinas,0,0,0,2,0,0,2
analysed using simple multiple linear,0,0,2,0,0,0,2
algebraic connectivity lambda,0,0,0,0,0,2,2
analysed using simple multiple,0,0,2,0,0,0,2
algorithm design,0,0,0,0,2,0,2
algorithmic contract,0,0,0,0,2,0,2
algorithmic contract theory,0,0,0,0,2,0,2
algorithmic monoculture,0,0,0,2,0,0,2
algorithms literature,0,0,0,2,0,0,2
allow general,2,0,0,0,0,0,2
allow study,0,2,0,0,0,0,2
also analyze,0,0,0,2,0,0,2
also consider,0,0,0,2,0,0,2
also find,0,2,0,0,0,0,2
also found,2,0,0,0,0,0,2
also identify,0,0,0,0,2,0,2
also propose,0,0,0,2,0,0,2
also provides,0,0,0,2,0,0,2
also study,0,0,0,0,0,2,2
also use,2,0,0,0,0,0,2
also used,0,0,0,0,2,0,2
alternative approach,0,0,2,0,0,0,2
alternative economic,2,0,0,0,0,0,2
alternative economic activities,2,0,0,0,0,0,2
although research,0,0,0,0,2,0,2
always exist,0,2,0,0,0,0,2
american dream,0,0,2,0,0,0,2
among agents,0,0,0,0,2,0,2
among countries,0,2,0,0,0,0,2
among different,0,0,2,0,0,0,2
analyse cointegration,0,0,0,2,0,0,2
analysed using,0,0,2,0,0,0,2
analysed using simple,0,0,2,0,0,0,2
bev owners,2,0,0,0,0,0,2
beyond average effect,0,0,0,0,2,0,2
convex function,0,0,0,0,0,2,2
complex contagion infection rates,0,0,0,0,2,0,2
collective dynamics,0,2,0,0,0,0,2
commercial building sector,0,0,0,0,2,0,2
commonly used,0,0,0,0,2,0,2
communication expc,2,0,0,0,0,0,2
communication mix,0,0,2,0,0,0,2
companies investors,0,2,0,0,0,0,2
comparison multiple,2,0,0,0,0,0,2
comparison multiple regression,2,0,0,0,0,0,2
comparison multiple regression techniques,2,0,0,0,0,0,2
compensationbased risksharing,0,0,0,0,0,2,2
competitive facility,0,0,0,0,2,0,2
competitive facility location,0,0,0,0,2,0,2
competitive terms,0,0,2,0,0,0,2
complex contagion infection,0,0,0,0,2,0,2
complex network,0,0,0,2,0,0,2
conditional expectation functions,0,0,2,0,0,0,2
complex network analysis,0,0,0,2,0,0,2
complexity science,0,2,0,0,0,0,2
component copulas,0,0,0,2,0,0,2
comprehensive dataset,0,0,0,2,0,0,2
computational efficiency,0,0,0,0,0,2,2
computationally tractable,0,0,0,0,2,0,2
computer science,0,0,2,0,0,0,2
computes payments,2,0,0,0,0,0,2
concern novelty,0,2,0,0,0,0,2
concern novelty seeking,0,2,0,0,0,0,2
condition size,0,0,0,0,2,0,2
condition size controllability,0,0,0,0,2,0,2
conditional average treatment effect cate,0,0,0,0,0,2,2
conditional distribution function,0,2,0,0,0,0,2
collective decisionmaking,0,0,0,2,0,0,2
collaborative machine learning,0,0,0,0,2,0,2
collaborative machine,0,0,0,0,2,0,2
coking coal,0,2,0,0,0,0,2
cities world diminishing transport costs,2,0,0,0,0,0,2
city active,0,0,0,0,2,0,2
city active nightlife,0,0,0,0,2,0,2
city gambling,2,0,0,0,0,0,2
city gambling industry,2,0,0,0,0,0,2
citys gambling,2,0,0,0,0,0,2
civilian casualties pakistan,0,2,0,0,0,0,2
class estimators,2,0,0,0,0,0,2
class minimum,2,0,0,0,0,0,2
class minimum distance,2,0,0,0,0,0,2
class minimum distance models,2,0,0,0,0,0,2
classical influence,0,0,0,0,2,0,2
classical influence function,0,0,0,0,2,0,2
classical randomized,0,2,0,0,0,0,2
classification tests,2,0,0,0,0,0,2
climate shocks,2,0,0,0,0,0,2
closed loop nash,0,0,0,0,0,2,2
closed loop nash equilibria,0,0,0,0,0,2,2
closedform expression,0,2,0,0,0,0,2
closedform expression gini,0,2,0,0,0,0,2
closedform expression gini index,0,2,0,0,0,0,2
closing price,0,2,0,0,0,0,2
cluster analysis,0,0,2,0,0,0,2
cluster surveys,2,0,0,0,0,0,2
coal mines,0,2,0,0,0,0,2
coal production,0,2,0,0,0,0,2
coal production transport,0,2,0,0,0,0,2
cochrans formula,0,0,0,2,0,0,2
cointegrating spaces,2,0,0,0,0,0,2
conditional expectation,0,0,2,0,0,0,2
conditional logit,2,0,0,0,0,0,2
bias temporal,2,0,0,0,0,0,2
contingent reasoning,2,0,0,0,0,0,2
consumer spending,2,0,0,0,0,0,2
consumption behavior,0,0,0,0,0,2,2
consumption levels,0,0,0,0,0,2,2
contagion decay,0,0,0,0,0,2,2
contagion dynamics european,0,0,0,0,0,2,2
contagion dynamics european banking,0,0,0,0,0,2,2
contagion infection,0,0,0,0,2,0,2
contagion infection rates,0,0,0,0,2,0,2
content consumption,0,0,0,0,2,0,2
contextual bandits,0,0,0,2,0,0,2
contextual elasticity,0,0,0,2,0,0,2
contextual elasticity heteroscedastic,0,0,0,2,0,0,2
contextual elasticity heteroscedastic valuation,0,0,0,2,0,0,2
contextually private protocol,0,2,0,0,0,0,2
continuous approximation,0,2,0,0,0,0,2
conditional logit model,2,0,0,0,0,0,2
continuous functional framework,0,0,0,0,0,2,2
continuous functional framework analyzing,0,0,0,0,0,2,2
continuous spatial,0,0,0,0,0,2,2
continuous treatment,0,2,0,0,0,0,2
contract manipulationproof,0,2,0,0,0,0,2
contrast effect,0,0,0,0,0,2,2
contribution norms,0,0,0,0,0,2,2
control group,0,0,0,0,0,2,2
control method,0,0,0,0,0,2,2
control methods,0,2,0,0,0,0,2
control treatment effect estimates,2,0,0,0,0,0,2
controlling covariates,0,0,2,0,0,0,2
convergence capital,0,0,0,0,2,0,2
convergent ctrws,0,0,0,2,0,0,2
consumer search model,2,0,0,0,0,0,2
consumer participation csa,0,0,0,2,0,0,2
consumer demand,2,0,0,0,0,0,2
consumer choice modeling,0,0,0,2,0,0,2
conditional moment problem,2,0,0,0,0,0,2
conditional moment restrictions,0,0,2,0,0,0,2
conditioning covariates,0,2,0,0,0,0,2
conditions show,0,0,2,0,0,0,2
conducted hungary,0,0,2,0,0,0,2
connected separable subset,0,0,2,0,0,0,2
connected separable subset weakly,0,0,2,0,0,0,2
connected separable subset weakly ordered,0,0,2,0,0,0,2
connectivity lambda,0,0,0,0,0,2,2
consider prioritybased,0,0,2,0,0,0,2
considerations one,0,0,0,2,0,0,2
considerations one important,0,0,0,2,0,0,2
considerations one important activities,0,0,0,2,0,0,2
considerations one important activities companies,0,0,0,2,0,0,2
consistency different,0,0,0,0,2,0,2
consistency different scales,0,0,0,0,2,0,2
consistent asymptotically,0,0,0,0,0,2,2
consistent asymptotically normal,0,0,0,0,0,2,2
consistent ordinal,0,0,0,0,2,0,2
consistent ordinal preferences,0,0,0,0,2,0,2
consistent variance,0,0,0,0,0,2,2
construct prediction,2,0,0,0,0,0,2
construct prediction intervals,2,0,0,0,0,0,2
consulting services,2,0,0,0,0,0,2
consumer acceptance use,0,0,2,0,0,0,2
consumer acceptance use artificial,0,0,2,0,0,0,2
consumer acceptance use artificial intelligence,0,0,2,0,0,0,2
consumer characteristics,0,0,0,0,2,0,2
consumer choice,0,0,0,2,0,0,2
cities world diminishing transport,2,0,0,0,0,0,2
cities world diminishing,2,0,0,0,0,0,2
cities world,2,0,0,0,0,0,2
capacity innovation endogenous,0,0,0,0,0,2,2
budget approaches infinity,0,0,0,2,0,0,2
budget pacing,0,2,0,0,0,0,2
budget planning,0,0,0,0,0,2,2
budget resource,0,0,2,0,0,0,2
building roads,0,2,0,0,0,0,2
bundle menu,0,0,2,0,0,0,2
business financial,2,0,0,0,0,0,2
business financial cycles,2,0,0,0,0,0,2
business index,0,0,0,2,0,0,2
business models,0,0,0,0,2,0,2
business time,0,0,2,0,0,0,2
business value,2,0,0,0,0,0,2
campaigns budget,0,2,0,0,0,0,2
capacity innovation,0,0,0,0,0,2,2
capacity innovation endogenous development,0,0,0,0,0,2,2
choice voting,0,0,0,0,2,0,2
capacity pleasure,0,0,0,0,0,2,2
capacity social,0,0,2,0,0,0,2
capacity social innovation,0,0,2,0,0,0,2
capita growth,2,0,0,0,0,0,2
capital income,0,0,0,2,0,0,2
capital investments,0,0,0,2,0,0,2
carbon abatement,0,0,0,2,0,0,2
carbon allocation,0,0,0,0,2,0,2
carbon dioxide removal,0,0,2,0,0,0,2
carbon emission,0,2,0,0,0,0,2
carbon exporters,0,0,2,0,0,0,2
carbon neutrality,0,0,0,0,2,0,2
carbon tax marginal,0,0,2,0,0,0,2
carlo simulation,0,0,0,0,2,0,2
budget approaches,0,0,0,2,0,0,2
brics countries egypt,0,0,0,0,2,0,2
brics countries,0,0,0,0,2,0,2
brics bloc,0,0,0,0,2,0,2
bias twopart,0,2,0,0,0,0,2
biascorrection term,0,0,0,0,0,2,2
biases property,0,0,0,0,2,0,2
bid unique,0,2,0,0,0,0,2
bidders awareness,0,0,0,0,2,0,2
bidding zones within,0,0,0,2,0,0,2
bidding zones within countries,0,0,0,2,0,0,2
bilevel problems,0,0,0,0,0,2,2
bilevel programming,0,0,0,0,0,2,2
billion dollars,0,0,2,0,0,0,2
billion usd,0,0,0,0,2,0,2
binary classification,2,0,0,0,0,0,2
binary classification tests,2,0,0,0,0,0,2
bivariate correlations,0,2,0,0,0,0,2
blockchain integration,0,0,0,0,2,0,2
blockchain integration accounting,0,0,0,0,2,0,2
body research,0,0,0,2,0,0,2
bond pricing,0,0,0,2,0,0,2
bootstrap approximation,0,0,0,0,2,0,2
bootstrap methods,0,0,0,0,2,0,2
bound budget,0,0,0,2,0,0,2
bound budget approaches,0,0,0,2,0,0,2
bound budget approaches infinity,0,0,0,2,0,0,2
boundaries emergency,0,0,0,0,0,2,2
boundary discontinuity,0,0,0,0,0,2,2
boundary discontinuity designs,0,0,0,0,0,2,2
bounds parameters,2,0,0,0,0,0,2
box absorption,0,0,0,0,0,2,2
brand values,0,0,0,2,0,0,2
carlo simulations,0,0,0,2,0,0,2
carry information,0,2,0,0,0,0,2
case preliminary,0,0,0,0,0,2,2
chain social media,0,0,0,0,2,0,2
challenge using,0,0,0,2,0,0,2
chance innovation,0,0,2,0,0,0,2
chances completing,0,2,0,0,0,0,2
chances completing school,0,2,0,0,0,0,2
change emissions,0,0,0,0,2,0,2
change model,0,2,0,0,0,0,2
change number,2,0,0,0,0,0,2
change number people,2,0,0,0,0,0,2
change number people passing,2,0,0,0,0,0,2
characteristics innovative,0,0,0,0,2,0,2
characteristics innovative consumers,0,0,0,0,2,0,2
children deported,0,0,2,0,0,0,2
childrens chances,0,2,0,0,0,0,2
childrens chances completing,0,2,0,0,0,0,2
childrens chances completing school,0,2,0,0,0,0,2
china aims,0,2,0,0,0,0,2
chinas coal,0,2,0,0,0,0,2
chinas economic growth,0,0,0,0,2,0,2
chinese automotive market,0,0,0,2,0,0,2
choice experiment,0,0,0,0,0,2,2
choice function,0,2,0,0,0,0,2
choice functions,0,0,2,0,0,0,2
choice modeling,0,0,0,2,0,0,2
choice problems partial,0,0,0,2,0,0,2
choice problems partial identification,0,0,0,2,0,0,2
choice rules,0,0,2,0,0,0,2
choice sets,0,0,0,0,2,0,2
choice sets individuals,0,0,0,0,2,0,2
choice tasks,2,0,0,0,0,0,2
chain social media industry,0,0,0,0,2,0,2
chain social,0,0,0,0,2,0,2
case preliminary tests,0,0,0,0,0,2,2
chain management variable,0,0,2,0,0,0,2
case study food,0,0,0,2,0,0,2
case study food exporting,0,0,0,2,0,0,2
case study food exporting companies,0,0,0,2,0,0,2
case testing,0,0,0,0,2,0,2
case testing single,0,0,0,0,2,0,2
case testing single restriction,0,0,0,0,2,0,2
casualties pakistan,0,2,0,0,0,0,2
catonsville maryland,2,0,0,0,0,0,2
catonsville maryland comparison,2,0,0,0,0,0,2
catonsville maryland comparison multiple,2,0,0,0,0,0,2
catonsville maryland comparison multiple regression,2,0,0,0,0,0,2
causal impact covid,0,0,0,0,0,2,2
causal inferences,0,2,0,0,0,0,2
causal interpretation,0,0,0,0,0,2,2
causal path,0,2,0,0,0,0,2
ccc funding,0,0,0,0,0,2,2
census data,0,0,0,2,0,0,2
center execution,0,0,0,0,0,2,2
center execution assurance,0,0,0,0,0,2,2
central asymmetry,0,0,0,0,2,0,2
central bank digital,0,0,0,0,0,2,2
central bank digital currency,0,0,0,0,0,2,2
central banks,0,0,0,2,0,0,2
central role,0,0,0,0,0,2,2
centralized markets,0,0,0,0,0,2,2
cents per,0,0,0,2,0,0,2
cents per dollar,0,0,0,2,0,0,2
certainty standard,0,2,0,0,0,0,2
chain connections,0,0,0,0,0,2,2
estimation generalized riesz,0,0,0,0,0,2,2
estimation generalized riesz regression,0,0,0,0,0,2,2
estimation inference cefr,0,0,2,0,0,0,2
leave platform,0,0,0,2,0,0,2
learning framework,0,0,0,0,0,2,2
learning inference,0,0,0,0,0,2,2
learning inference overidentified,0,0,0,0,0,2,2
learning inference overidentified models,0,0,0,0,0,2,2
learning models,0,0,0,2,0,0,2
learning problems,2,0,0,0,0,0,2
learning repeated,0,2,0,0,0,0,2
learning rule,0,0,0,0,0,2,2
learning via,0,0,0,0,0,2,2
least one,0,2,0,0,0,0,2
least square,0,0,2,0,0,0,2
least squares density,0,0,0,0,0,2,2
least squares density ratio,0,0,0,0,0,2,2
least squares density ratio estimation,0,0,0,0,0,2,2
leisure engagement,0,0,0,0,2,0,2
light relationship,0,0,0,2,0,0,2
leisure user,0,0,0,0,2,0,2
leisure user innovation,0,0,0,0,2,0,2
level alpha,0,0,0,2,0,0,2
level digital,0,0,0,0,2,0,2
level digital transformation,0,0,0,0,2,0,2
level digital transformation level,0,0,0,0,2,0,2
level enforcement,2,0,0,0,0,0,2
level enterprise,0,2,0,0,0,0,2
level enterprise diversification,0,2,0,0,0,0,2
level new,0,0,0,0,2,0,2
level new infrastructure,0,0,0,0,2,0,2
level new infrastructure investment,0,0,0,0,2,0,2
levels analysis,2,0,0,0,0,0,2
lifting economic,0,0,0,0,2,0,2
learning economic theory,0,0,2,0,0,0,2
learning economic,0,0,2,0,0,0,2
learning causal,0,0,0,0,0,2,2
learning approach,0,2,0,0,0,0,2
korean fdi kazakhstan,0,0,2,0,0,0,2
korean fdi kazakhstan russia,0,0,2,0,0,0,2
korean fdi kazakhstan russia uzbekistan,0,0,2,0,0,0,2
kwh kwh,0,0,2,0,0,0,2
labor theory,0,0,0,0,2,0,2
labor value,0,0,0,0,2,0,2
lackner skowron,0,0,0,2,0,0,2
lagged inflation,0,0,0,2,0,0,2
land use,0,0,0,0,2,0,2
language model,0,0,0,0,2,0,2
language processing techniques,0,0,0,0,2,0,2
large language model,0,0,0,0,2,0,2
large sample,0,0,2,0,0,0,2
large scale,0,0,0,2,0,0,2
large set,0,0,2,0,0,0,2
larger cities,0,0,0,0,0,2,2
larger economic,0,0,0,2,0,0,2
largescale field,0,0,0,0,2,0,2
largescale field experiment,0,0,0,0,2,0,2
latent characteristics,0,0,0,0,0,2,2
latent common,0,0,0,0,0,2,2
latent common factors,0,0,0,0,0,2,2
latent factors,2,0,0,0,0,0,2
latin monetary,0,0,0,0,0,2,2
latin monetary union,0,0,0,0,0,2,2
laundry detergents,0,0,0,2,0,0,2
leakage games,2,0,0,0,0,0,2
learning abstention,0,0,0,0,0,2,2
learning abstention policy,0,0,0,0,0,2,2
lifting economic sanctions,0,0,0,0,2,0,2
likelihood estimation,0,0,0,0,0,2,2
made male adults,0,0,2,0,0,0,2
lower prevalence,0,0,0,2,0,0,2
long term treatment,0,2,0,0,0,0,2
long term treatment effects,0,2,0,0,0,0,2
longterm effects,0,2,0,0,0,0,2
longterm export,0,0,0,2,0,0,2
longterm export contracts,0,0,0,2,0,0,2
loop nash,0,0,0,0,0,2,2
loop nash equilibria,0,0,0,0,0,2,2
low inflation,0,2,0,0,0,0,2
lower bound budget,0,0,0,2,0,0,2
lower bound budget approaches,0,0,0,2,0,0,2
lower bound budget approaches infinity,0,0,0,2,0,0,2
lower consumption,0,0,0,0,0,2,2
lower consumption levels,0,0,0,0,0,2,2
lower level,0,0,0,0,0,2,2
lower prevalence open,0,0,0,2,0,0,2
likelihood estimation tmle,0,0,0,0,0,2,2
lower prevalence open defecation,0,0,0,2,0,0,2
lowincome countries,0,0,0,0,2,0,2
lowincome residents,0,0,0,2,0,0,2
lowquality institutions,0,2,0,0,0,0,2
lowquality institutions tend,0,2,0,0,0,0,2
lowquality institutions tend wealthy,0,2,0,0,0,0,2
lucas critique,0,0,0,2,0,0,2
mac pol,0,0,0,2,0,0,2
mac pol casel,0,0,0,2,0,0,2
machine learning approach,0,2,0,0,0,0,2
machine learning framework,0,0,0,0,0,2,2
machine learning models,0,0,0,2,0,0,2
machine learning via,0,0,0,0,0,2,2
abatement costs,0,2,0,0,0,0,2
long run,0,0,0,2,0,0,2
london south,2,0,0,0,0,0,2
lognormal distributions,0,0,0,0,0,2,2
logit model,2,0,0,0,0,0,2
likely appear,0,0,0,2,0,0,2
likely driven,2,0,0,0,0,0,2
likely entry,2,0,0,0,0,0,2
likely entry market,2,0,0,0,0,0,2
limited farsightedness,0,0,2,0,0,0,2
limiting distribution,2,0,0,0,0,0,2
linear contextual,0,0,0,2,0,0,2
linear contextual bandits,0,0,0,2,0,0,2
linear programming,0,0,0,2,0,0,2
linear regressions,0,0,2,0,0,0,2
linearity spatial,0,0,0,0,2,0,2
linearity spatial interaction,0,0,0,0,2,0,2
liquidation spirals,0,0,2,0,0,0,2
liquidity returns,0,0,0,0,0,2,2
literature making,0,0,0,2,0,0,2
literature making environmental,0,0,0,2,0,0,2
literature making environmental considerations,0,0,0,2,0,0,2
