,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
present paper consider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,7,7,3,7,18,11,19,20,22,16,18,16,28,20,18,20,18,7,290
result independent interest,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,4,0,7,8,7,6,9,9,9,18,18,21,16,20,25,23,20,28,32,290
synthetic real data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,9,13,22,21,22,26,33,21,40,21,23,25,290
last passage percolation,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,8,5,7,5,0,4,8,0,10,27,24,31,40,17,17,26,20,30,289
perfect state transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25,20,0,0,15,17,21,22,4,7,12,22,34,16,30,39,289
first two authors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,13,8,4,8,10,15,12,10,16,25,22,15,16,26,27,24,18,289
present new approach,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,6,5,0,8,8,6,12,16,17,14,15,14,15,15,16,25,19,18,15,16,16,289
nonlinear parabolic equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,7,5,11,8,18,20,17,29,12,22,26,17,24,16,24,15,289
order differential operators,0,0,0,0,0,0,0,0,4,3,0,5,0,7,10,11,10,0,8,10,9,13,11,14,9,11,15,17,15,10,12,20,12,9,20,15,9,289
compact complex manifolds,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,0,5,3,9,7,10,5,11,14,13,24,16,25,18,19,11,14,16,27,25,288
large deviations principle,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,4,9,3,13,8,15,8,10,30,11,22,12,13,23,23,23,11,19,15,288
smooth initial data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,7,18,13,8,23,12,12,13,17,21,30,24,23,24,24,288
simple closed curves,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,5,13,8,10,6,11,15,9,8,23,17,25,13,12,13,16,10,25,15,25,288
proximal gradient method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,12,17,15,23,22,38,28,30,39,47,288
erdhosrenyi random graph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,10,10,9,14,12,11,18,18,28,19,18,19,32,30,23,287
also provide new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,4,8,4,19,14,12,17,12,18,17,16,26,18,20,19,22,25,286
algebraic bethe ansatz,0,0,0,0,0,0,0,6,5,0,4,0,8,4,0,8,0,11,6,7,7,6,7,14,17,19,17,25,32,11,19,10,10,14,10,5,4,286
prove existence global,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,9,11,12,15,18,22,25,22,8,15,13,20,11,20,18,30,285
obtain sufficient conditions,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,6,10,8,10,10,12,13,15,22,15,23,16,22,23,15,17,20,17,285
colored jones polynomial,0,0,0,0,0,0,0,8,0,8,0,0,0,0,6,14,14,9,0,5,0,16,19,12,21,22,13,18,11,12,10,15,14,14,10,9,5,285
closed form expression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,10,15,17,26,12,20,20,20,18,16,19,19,19,9,15,8,285
paper continue study,0,0,0,0,0,0,0,4,0,5,0,4,0,0,0,0,5,5,5,0,9,6,7,14,8,15,16,21,15,15,15,25,16,17,24,19,14,284
also show every,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,9,6,7,10,16,12,10,15,20,19,13,23,16,18,20,14,22,21,284
hyperbolic partial differential,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,7,4,8,13,11,22,11,19,11,21,25,19,17,17,39,26,284
sufficient conditions given,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,8,0,5,19,10,10,15,17,18,8,13,15,14,16,13,11,13,13,17,16,8,14,284
paper addresses problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,4,9,9,12,13,18,13,20,13,16,16,22,13,19,37,34,284
paper study class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,7,6,6,7,9,11,10,15,11,18,17,24,22,25,28,25,32,284
computer algebra system,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,5,8,5,8,9,5,12,9,6,14,17,10,18,16,16,20,19,10,20,18,24,283
rayleigh fading channels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,5,9,14,15,18,19,24,12,10,12,19,14,21,26,18,12,12,283
demonstrate proposed method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,6,11,17,24,29,26,22,33,37,66,283
two numerical examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,13,8,16,16,16,28,21,28,31,30,24,40,283
leq leq leq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,6,0,0,0,5,10,17,6,9,8,20,10,22,20,19,20,26,12,17,42,283
give upper bounds,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,4,0,15,7,12,14,14,7,19,18,19,13,23,15,20,18,22,22,8,283
future research directions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,6,16,20,20,28,35,36,47,52,283
known lower bound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,6,0,9,10,9,11,11,13,24,16,19,17,26,26,32,20,23,283
elliptic curve defined,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,7,0,4,10,7,4,11,15,4,18,14,16,7,17,20,19,19,16,19,20,20,283
let number field,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,7,0,5,6,5,5,17,14,20,13,15,15,12,21,10,17,12,17,19,18,21,283
access points aps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,7,12,13,22,30,40,35,28,46,32,282
adaptive finite element,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,11,14,13,12,13,21,10,14,19,23,20,16,6,30,39,282
closed form expressions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,9,4,12,9,17,18,28,16,18,20,17,28,19,9,13,11,21,282
attention recent years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,9,7,17,15,14,8,18,20,29,31,40,36,25,282
one spatial dimension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,5,5,4,10,14,17,15,20,14,20,26,20,20,28,25,25,282
main result establishes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,7,5,4,9,4,7,3,12,12,11,18,17,10,11,22,21,23,72,282
verify theoretical results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,12,17,13,26,36,29,30,31,36,32,281
graded lie algebras,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,7,9,8,10,7,8,6,9,18,10,15,9,10,19,8,17,14,16,22,8,19,19,281
nematic liquid crystals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,16,15,29,13,12,18,15,25,19,25,11,23,13,20,281
traveling salesman problem,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,16,12,12,7,5,13,21,28,20,21,31,24,34,27,281
defined algebraically closed,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,5,4,9,10,10,10,13,8,12,20,16,8,13,24,15,14,18,10,14,9,11,13,280
ground state solution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,8,13,11,8,21,21,27,16,23,17,23,41,15,25,280
give affirmative answer,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,5,4,9,8,15,9,19,13,19,13,15,20,11,16,15,21,20,20,16,279
likelihood ratio test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,8,17,18,17,12,20,21,19,19,25,21,18,7,15,26,279
compact hausdorff spaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,5,9,0,3,14,12,15,11,16,15,22,18,21,12,28,12,30,16,279
paper develop new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,8,7,13,10,20,16,14,22,17,24,24,24,31,16,20,279
bounded smooth domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,7,3,9,16,14,16,8,18,14,25,24,12,17,28,31,19,279
control barrier functions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,39,33,42,42,40,72,279
neural networks dnns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,37,37,37,50,42,38,278
positive real numbers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,6,9,8,9,12,19,16,15,20,21,24,17,14,22,22,16,14,278
show effectiveness proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,11,13,12,22,15,26,26,31,34,28,30,15,278
maximal compact subgroup,0,0,0,0,0,0,0,0,0,0,4,4,0,3,8,6,6,15,5,3,6,6,13,16,13,17,18,7,18,18,12,14,5,11,7,19,24,278
validate effectiveness proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,10,10,12,14,16,13,23,29,63,65,278
fields positive characteristic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,6,6,5,8,7,5,10,15,17,22,20,23,13,20,16,19,14,18,22,277
every finitely generated,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,4,10,11,9,15,8,12,15,19,16,21,17,14,11,3,22,14,18,22,277
survey recent results,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,8,7,12,5,8,4,11,8,15,22,11,23,12,15,21,4,14,24,9,10,5,14,277
linear matrix inequalities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,10,9,10,19,14,10,15,17,18,24,22,22,24,26,25,277
curves finite fields,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,10,8,11,10,13,20,6,18,15,20,14,11,18,18,17,16,15,15,10,277
optimal control theory,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,8,4,5,6,10,11,11,15,17,16,19,26,17,29,27,43,277
key ingredient proof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,7,13,4,7,9,19,17,14,15,27,23,27,22,29,28,277
zeros riemann zeta,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,8,6,7,4,7,5,10,9,6,17,8,8,16,14,11,14,18,14,15,27,16,20,276
let commutative ring,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,5,5,9,5,8,10,11,14,16,17,15,9,28,21,19,16,25,24,275
support theoretical results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,0,5,10,7,16,16,20,20,28,25,32,23,28,29,275
obtain similar results,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,4,4,5,6,5,12,11,11,11,13,16,12,22,24,13,21,14,23,18,14,4,274
pontryagin maximum principle,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,3,9,0,4,4,11,9,31,14,21,18,16,20,14,17,18,19,33,274
number spanning trees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,10,0,5,5,7,22,14,3,18,9,13,18,24,17,19,22,16,23,20,274
derivative nonlinear schrodinger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,5,11,14,15,29,19,32,6,25,16,17,23,25,22,274
chosen uniformly random,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,9,9,13,15,15,18,12,21,18,16,20,21,11,15,22,25,274
differential equation ode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,7,0,9,13,12,17,33,21,26,25,32,26,36,274
hilbert space mathcalh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,6,6,14,18,13,16,13,23,26,23,21,22,26,32,273
krylov subspace methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,10,16,15,6,23,6,20,25,26,39,26,33,273
show large class,0,0,0,0,0,0,3,0,0,0,3,4,0,5,0,4,6,6,11,4,7,4,10,12,11,8,11,19,23,24,16,18,8,13,13,14,16,273
minimum number colors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,14,17,13,21,21,16,9,12,24,17,20,23,18,26,273
machine learning techniques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,26,29,23,33,40,50,43,273
discrete morse theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,6,6,11,13,16,12,10,12,10,8,23,14,18,18,21,18,22,23,273
two different types,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,5,3,5,4,11,10,8,13,7,10,18,21,19,18,18,25,23,28,17,273
binary erasure channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,11,7,11,11,12,13,17,16,21,18,12,14,10,8,15,18,17,6,7,7,273
finitely generated projective,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,10,6,4,6,7,13,8,9,8,15,12,21,21,15,10,15,8,8,10,19,15,15,272
mixedinteger linear programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,14,10,17,41,26,43,47,53,272
existence uniqueness strong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,5,11,9,15,13,11,18,26,23,22,18,22,15,16,31,271
phase retrieval problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,10,18,32,18,29,29,23,17,15,33,15,16,271
finite difference methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,14,17,10,8,12,17,9,29,23,28,23,30,31,271
main result prove,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,5,4,3,6,11,11,13,16,8,20,20,19,21,13,21,23,27,18,271
paper extend results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,6,6,18,15,12,8,14,12,19,22,17,22,16,21,21,25,271
numerical linear algebra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,6,6,4,22,9,11,8,17,18,22,25,28,41,44,271
linear programming problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,3,9,13,19,12,13,14,22,16,28,18,26,28,20,19,271
investigate asymptotic behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,7,7,11,5,9,10,16,13,9,22,16,14,9,17,17,19,15,38,270
compact abelian group,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,5,3,5,14,9,10,15,10,16,8,10,14,17,15,26,12,11,18,18,12,9,270
two steps first,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,9,10,12,11,8,12,10,20,19,26,24,22,21,15,20,18,270
several new results,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,7,5,0,11,10,8,11,16,14,16,11,17,13,14,22,15,15,13,14,23,270
stochastic maximum principle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,5,15,7,23,8,9,13,19,14,24,11,21,19,36,30,270
results numerical simulations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,6,15,14,10,12,13,22,24,22,17,18,27,25,25,270
random graph models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,15,10,5,28,13,6,16,18,19,15,23,12,18,28,29,270
existence weak solution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,7,10,6,17,18,13,9,30,24,17,22,28,20,30,270
systems ordinary differential,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,6,5,4,9,5,8,13,8,14,17,20,18,18,19,17,18,26,15,13,269
support vector machines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,12,8,10,8,7,11,15,22,23,25,22,35,28,21,269
component analysis pca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,8,3,7,11,18,22,17,23,19,24,17,30,25,32,269
two parts first,0,0,0,0,0,0,0,3,0,0,0,6,0,3,3,7,0,5,6,4,7,6,6,10,22,10,13,16,9,18,15,19,10,19,23,18,11,269
also prove similar,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,6,5,10,6,12,15,15,16,15,11,18,23,17,15,19,18,15,22,269
phys rev lett,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,7,0,4,7,13,4,21,13,8,18,13,10,10,16,19,18,11,22,7,11,21,269
prove local wellposedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,8,6,10,8,12,13,15,9,19,23,21,18,25,12,17,24,16,268
particle swarm optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,8,5,14,9,14,20,13,25,34,25,15,23,50,268
paper study properties,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,6,0,4,8,5,20,15,10,11,9,17,16,18,21,24,28,9,21,10,268
random regular graphs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,6,5,10,5,20,14,14,11,15,17,20,16,13,18,12,23,37,268
mixed hodge structures,0,0,0,0,0,0,0,0,0,0,7,0,6,4,10,0,7,3,4,7,11,12,12,5,14,18,11,20,18,11,3,15,19,10,12,17,12,268
weighted projective spaces,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,6,15,11,13,4,9,10,19,19,15,9,9,7,11,7,11,8,15,16,13,30,268
machine learning problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,11,20,37,33,31,34,30,28,25,268
machine learning methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,13,14,23,33,42,42,48,36,267
finite element discretizations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,10,8,14,11,16,20,25,28,19,25,31,39,267
statistics machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,15,10,20,28,24,23,29,23,34,42,267
demonstrate superior performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,7,6,7,17,25,18,25,33,57,55,266
simulation results verify,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,5,12,25,17,20,27,35,35,31,28,17,266
sparse signal recovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,18,24,20,19,14,15,29,15,22,11,8,14,7,24,266
affirmative answer question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,5,8,13,10,20,13,13,15,14,14,13,15,14,21,18,27,17,266
time tends infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,3,9,8,8,8,14,12,12,17,9,23,20,29,22,15,13,28,266
simulation results validate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,6,11,19,9,26,18,37,26,51,40,266
real quadratic fields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,14,8,10,7,14,15,11,23,14,21,9,16,20,26,45,266
fractional brownian motions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,7,11,13,22,9,20,12,12,13,23,12,9,7,15,16,28,8,12,266
gaussian random variables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,10,5,10,8,21,13,4,16,12,12,26,25,23,17,12,13,22,266
mean curvature vector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,5,12,21,7,25,19,15,16,18,7,5,15,14,8,12,23,25,266
complete discrete valuation,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,7,3,5,5,3,9,11,13,7,14,7,13,18,13,18,15,11,11,17,14,8,18,265
first prove existence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,4,7,10,9,12,13,7,13,8,13,24,24,23,24,31,27,265
linear quadratic regulator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,7,15,19,38,33,30,28,41,40,265
finitely generated modules,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,4,6,7,7,10,14,12,17,14,13,5,13,14,16,8,14,12,17,13,16,20,265
random graph gnp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,11,10,13,14,22,13,15,18,6,10,23,15,14,11,15,23,16,265
boundary integral equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,17,12,15,11,10,16,16,25,32,30,30,18,15,265
applications machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,15,11,18,18,35,30,40,30,31,29,265
symmetric monoidal category,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,9,0,6,7,13,12,10,17,19,12,12,14,14,18,38,25,31,265
two different approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,9,9,11,8,10,11,20,11,18,20,19,15,13,30,20,18,264
state information transmitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,12,6,12,21,24,21,20,16,18,15,14,13,20,12,11,9,8,264
binomial edge ideals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,10,9,7,9,15,22,17,27,26,32,38,28,264
propose novel approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,7,6,10,13,17,23,33,18,35,43,41,264
interference cancellation sic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,6,20,29,18,23,27,27,21,25,24,21,264
mutually unbiased bases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,22,6,6,24,4,12,25,26,16,12,5,8,13,10,14,12,0,14,15,263
convolutional neural network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,37,33,35,38,36,38,24,263
locally convex spaces,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,10,4,3,10,8,7,14,18,20,13,19,12,13,16,17,9,28,21,263
satisfying certain conditions,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,5,7,9,7,10,0,12,5,15,10,15,14,12,18,18,12,7,20,17,17,19,263
locally repairable codes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,19,20,32,50,25,11,13,17,24,13,9,11,263
liouville quantum gravity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,14,17,12,15,26,21,24,27,24,29,24,263
obtain lower bounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,6,7,5,6,12,14,18,20,14,9,14,23,18,16,15,16,22,15,263
initialboundary value problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,9,15,9,21,13,11,20,20,15,13,18,27,20,22,11,263
degrees freedom dof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,24,28,32,29,20,30,7,9,6,7,8,8,10,12,12,262
linear ordinary differential,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,6,9,8,7,7,12,12,10,14,18,5,23,18,10,16,24,21,14,13,262
partially hyperbolic diffeomorphisms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,3,6,3,13,11,15,15,25,16,9,23,24,13,10,15,17,28,262
double affine hecke,0,0,0,0,0,0,3,0,6,5,0,6,6,0,16,11,11,6,14,17,5,11,3,7,10,13,8,6,9,6,4,11,9,6,23,18,12,262
finitely presented group,0,0,0,0,0,0,0,0,0,6,0,4,0,5,0,7,15,10,7,4,15,6,9,9,16,13,11,18,6,12,7,13,11,11,16,15,16,262
finitely presented groups,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,8,8,8,9,5,10,19,13,15,23,11,9,19,7,4,20,8,9,15,7,18,262
show certain conditions,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,7,6,8,13,5,12,14,17,15,14,15,13,10,16,11,16,20,19,16,262
constant sectional curvature,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,7,5,5,10,10,19,5,5,8,3,8,11,18,12,16,16,18,13,17,13,25,261
derive lower bound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,6,9,14,9,22,21,24,12,19,11,25,13,18,17,25,261
radio access network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,24,44,41,40,14,19,13,9,16,20,4,261
present new method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,7,8,5,15,9,14,12,14,15,18,15,17,13,15,18,20,20,12,261
generative adversarial networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,21,40,51,43,38,22,14,260
mean field limit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,8,4,13,8,16,14,15,22,25,31,18,19,24,22,12,260
directed acyclic graphs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,7,5,13,9,15,8,10,7,15,12,19,16,10,18,25,28,32,260
differential equation driven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,7,14,17,9,18,9,7,18,13,17,14,18,15,16,18,14,21,260
results obtained using,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,4,7,6,9,11,8,13,14,13,14,15,14,15,18,21,30,17,18,259
main aim paper,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4,0,3,10,7,15,9,5,26,17,17,13,20,13,15,12,12,20,16,17,259
